,Item Name,price
168,Lime Pickles,85.03681156372322
169,Litchi Juice,86.36445600993892
170,Litchi Local,264.9083322478604
171,Litchi Taiwan/chaina,284.07982588500266
172,Little gourd,25.13352551756551
173,Maize,19.521233701605627
174,Mangalore cucumber,21.54509092251822
175,Mango,28.662629267839304
176,Mango Alphans,96.25536199291908
177,Mango Alphans box,118.45800909624668
178,Mango Amarpalli,70.4940263197546
179,Mango Badami,97.11643002435935
180,Mango Bygan palli,64.89391183307535
181,Mango Dasheri,112.21054452357527
182,Mango Kesar,64.96323206297896
183,Mango Langada,143.45830363369956
184,Mango Neelam,57.561781364462604
185,Mango Raspuri,71.31651950686943
186,Mango Raw,49.1695085006841
187,Mango Raw Amblet,48.31194657416497
188,Mango Sendura,47.8893959114334
189,Mango kalapadu,66.17026403601268
190,Mango malagova,104.37286446517379
191,Mango mallika,96.01176806590313
192,Mango rathnagiri(red),77.52683112228829
193,Mango sakkaregutti,72.95922910565163
194,Mango thotapuri,43.8616006993091
195,Menthya Greens,63.69977329162179
196,Mineral water 1 lt,19.624597471297026
197,Mint Leaves,42.52262297600956
198,Molake kalu,83.58162409948872
199,Mosambi,68.62780523903965
200,Mosambi polo,75.79898830645472
201,Mushroom Button,225.7476670724285
202,Mushroom Oyster,146.59529089610226
203,N.Juice 200 ml,19.62556134190749
204,Nagapur Orange Economy,43.99689790091409
205,Net rich 5 lt oil,386.03529476133457
206,Onion Big,35.446470371813035
207,Onion flowers,30.402752232412034
208,Onion medium,32.80070159968103
209,Onion samber,64.44194936178127
210,Onion small(Economy),20.42690400381348
211,Orange,94.5913270936402
212,Orange Australia,153.90667858955084
213,Orange Nagpura,73.99775167189847
214,Orange Ooty,80.79455699253317
215,Orange South Africa,168.93309910844903
216,Orange juice,18.317605806161595
217,Orange malt,62.48629795312074
218,Palak Greens,41.307814409913234
219,Papaya Red lady,26.94464613342919
220,Papaya Taiwan,25.640253353453737
221,Papaya nati,17.619263234626953
222,Papaya red indian,27.76611241992658
223,Papaya sola,44.359861194875215
224,Parsley,210.1398108411206
225,Parvala,76.30229134682891
226,Peaches,220.53315998513142
227,Peas Delhi,92.3342313879365
228,Peas Dharwad,100.44933518788245
229,Peas Ooty,109.54268984400781
230,Peas local,166.35226342850711
231,Peas seeds,239.2458909855053
232,Pepper,91.58868687592653
233,Pickles,71.9644438125623
234,Pickles mixed veg,65.42948860745659
235,Pineapple,47.90579456686981
236,Pineapple juice,86.34296179501584
237,Pista,130.8367031231089
238,Plum Australia,401.24421435188253
239,Plum Ooty,181.914187740452
240,Pomegranate A.raktha,123.98846317171538
241,Pomegranate Bhagav,161.26282204216633
242,Pomegranate Ganesh,107.76969435067912
243,Pomegranate Juice,86.3436205420493
244,Pomello/Chakotha,47.41789689942027
245,Potato Baby,44.278372363281676
246,Potato(B),32.26276147382807
247,Potato(M),29.59600904125932
248,Pumpkin Ash,17.357511703763983
249,Pumpkin Japan,18.85770524202561
250,Pumpkin Red,15.263652639563569
251,Raddish,26.899791868487792
252,Raddish Red,53.33274947014674
253,Rice Bran 15 lt Tin,1038.124871099777
254,Rice Bran 5 lt,513.9095667883935
255,Rose apple,180.90763601925394
256,Rumenia Mango,51.26903988725552
257,S.mellon Local (Luck),44.30508909038138
258,S.mellon namdhari,27.459303613295383
259,S.mellon namdhari (Red),33.37774200445302
260,Safal deep 500 ml,47.923318553911365
261,Selari,140.10188919872024
262,Sham gadde,57.64250640163914
263,Snake Gourd,31.62917976598693
264,Snake Gourd(S),28.43176482731055
265,South Af.red berry,285.5570498554245
266,South Africa Gala apple,281.974358421662
267,Sponge Gourd,36.598510176806776
268,Spring Onion,63.918204900482905
269,Spring Onion(Cleaned),67.09531981524268
270,Stevia powder,78.49936339492727
271,Straw Berry,92.8284914418113
272,Sun safal Tin 15 lt,718.3745434080979
273,Sungold oil 5 lt,553.7555515658667
274,Sungold oil 5 lt packet,523.3413243882509
275,Sweet Potato(Genasu),37.27679480373892
276,Sweet corn,41.209760620683376
277,Sweet corn cleaned,114.49885502362578
278,Sweet corn seeds,78.81855189964449
279,Sweet corn seeds spok,57.14755767031902
280,Tamarind Paste 150 gm,43.91783489482157
281,Tamarind Paste 450 gm,133.28204191332406
282,Tamarind seedless,143.34123992269986
283,Tamarind sweet 500gm,128.61420255543828
284,Tamrind Chatisghar,152.40736497446662
285,Tender Coconut,26.51111419805164
286,Tender Coconut(M),25.01349963860956
287,Tender Coconut(S),19.886237399542754
288,Thailand Jelly,26.166416514602165
289,Thailand Juice,15.697693849823334
290,Thinda,57.12475390513675
291,Thogari kai,44.581519502817976
292,Times Rose berry,201.56334643724685
293,Tomoto,22.6990491556521
294,Washington gala apple,212.9325109502282
295,Washington red apple,223.29888416332878
296,Watermellon,18.652089112747046
297,Watermellon kiran,21.87872154271707
298,Y.Bananan T.N.,199.2695958497994
299,Yam/S.Root,44.313371379028766
300,knol-khol,31.56958679235954
301,mango Pickles,78.49853990815268
